Number of atr,P_edge,Target assort,Target correlation,Calculated_corr,Time,Deviation_assort,Corr_type,Sheme,Mutation
10,0.05,0.2,"[0.11782043303911198, 0.19971736987449926, 0.2513421973910724, 0.2056116251751074, 0.13685459289492585, 0.09696532504223947]","[-0.07202599790870162, 0.6011347049368678, 0.4542033049384996, 0.021813219385926542, 0.4011466446954376, -0.11529011632575101]",91,0.49999999999999994,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.11782043303911198, 0.19971736987449926, 0.2513421973910724, 0.2056116251751074, 0.13685459289492585, 0.09696532504223947]","[-0.045842771324541905, 0.21654233968460318, -0.19587231011778727, -0.06578236306216156, 0.21371957870498337, -0.10963370200530537]",127,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.4660219860084579, 0.8037857514991364, 0.6809899259011566, -0.08547367582359254, 0.6169949948769455, -0.696280113395963]",46,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.5935163179720673, 0.7837849693991098, 0.17001783254386596, 0.14339991884164707, 0.8862417897276685, -0.3017948667909475]",46,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.3475596486249279, 0.8796686529231964, 0.8198263321335988, -0.18038375337168355, 0.7058482056546975, 0.5889367660027864]",46,0.2,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.5625073948871704, 0.8147699797299327, 0.7760398725289335, -0.26402285974036244, 0.6877955745765632, 0.6905720473595782]",46,0.49999999999999994,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.7334304909621301, 0.6539073636599347, 0.6811675858413436, 0.013245271926537766, 0.7774991617591359, -0.005892808491636696]",46,0.6000000000000001,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.6242120030438155, 0.7682951985822871, 0.8838326053417594, 0.1803273705207768, 0.1405614709554044, 0.21643020553987827]",87,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7082429460649469, 0.7900597385249957, 0.8364897370717982, 0.7400210270585709, 0.757742677165112, 0.8620346522458175]","[0.8455597391356761, 0.9933865592423985, 0.7918118778197256, -0.10002684506339245, 0.6549956558085313, 0.6894456323867959]",87,0.9,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.05670792415077237, 0.04882461834732309, 0.055978754585077006, 0.12317731135383737, 0.0018280194071018108, 0.25250536342153457, 0.19864335875065928, 0.24206215184995522, 0.1908596609385191, 0.1702494511052455, 0.21225762522921335, 0.09147228690168274, 0.00960351150765003, 0.011774826411452832, 0.0894466147159385, 0.13841326287181485]","[-0.0786534337731799, 0.6817599256538035, -0.005285962549096247, -0.09504101666547496, 0.17408671320638164, 0.26167549490598085, 0.25145297091325186, 0.07325869636216155, 0.15360997969261236, 0.047156819962577395, -0.0319543292634834, 0.5929313049600466, -0.02250703343302802, -0.16972722569070428, 0.1700301923370678, 0.27387169948992796]",377,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.05670792415077237, 0.04882461834732309, 0.055978754585077006, 0.12317731135383737, 0.0018280194071018108, 0.25250536342153457, 0.19864335875065928, 0.24206215184995522, 0.1908596609385191, 0.1702494511052455, 0.21225762522921335, 0.09147228690168274, 0.00960351150765003, 0.011774826411452832, 0.0894466147159385, 0.13841326287181485]","[0.063761004533803, -0.3238937879887094, -0.021665368285305166, 0.1721703006136659, 0.36157388093426296, 0.1736366624416316, 0.32593262778013327, -0.26920482129420614, -0.048794001162354175, 0.38197724560567153, -0.12494971448459094, 0.26656064288101994, -0.2851134747766629, -0.516805537230339, 0.12060009920058944, 0.18770627037003698]",377,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.05670792415077237, 0.04882461834732309, 0.055978754585077006, 0.12317731135383737, 0.0018280194071018108, 0.25250536342153457, 0.19864335875065928, 0.24206215184995522, 0.1908596609385191, 0.1702494511052455, 0.21225762522921335, 0.09147228690168274, 0.00960351150765003, 0.011774826411452832, 0.0894466147159385, 0.13841326287181485]","[-0.2854731148326997, 0.4366897892355976, 0.43471588737067024, 0.047314042356114104, 0.10115288010438886, 0.3035646947297257, 0.19040684856015733, -0.337448710650802, -0.32428622700405224, 0.09131183127954556, 0.08223475758666314, 0.6738851819151374, -0.3324160931623888, -0.4736567595069942, 0.09514191304685293, 0.26830296955429256]",247,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.05670792415077237, 0.04882461834732309, 0.055978754585077006, 0.12317731135383737, 0.0018280194071018108, 0.25250536342153457, 0.19864335875065928, 0.24206215184995522, 0.1908596609385191, 0.1702494511052455, 0.21225762522921335, 0.09147228690168274, 0.00960351150765003, 0.011774826411452832, 0.0894466147159385, 0.13841326287181485]","[-0.26326153588211265, -0.4034198843254489, 0.05573799042446044, 0.04505180242126257, 0.2510130225569444, 0.1984447779695531, 0.11074127999121723, 0.2879157022416162, -0.1781018235502572, 0.05493910794669418, 0.03540553991051276, 0.2238302886130843, -0.039764136759217236, -0.533905850532755, -0.0380942831386429, 0.13952977071337191]",247,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.05670792415077237, 0.04882461834732309, 0.055978754585077006, 0.12317731135383737, 0.0018280194071018108, 0.25250536342153457, 0.19864335875065928, 0.24206215184995522, 0.1908596609385191, 0.1702494511052455, 0.21225762522921335, 0.09147228690168274, 0.00960351150765003, 0.011774826411452832, 0.0894466147159385, 0.13841326287181485]","[-0.37977836642565327, -0.43545590731687767, -0.09344240608910688, -0.011792501484714134, 0.20468959867046171, 0.26205993496504426, 0.1388608822525778, 0.1150236697151565, -0.013463512501407732, 0.13387223159103007, -0.12274169217139239, 0.2380408664216205, -0.06516523404430757, -0.49074885599494555, -0.05193494805626685, 0.14912814365387855]",247,0.20000000000000007,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7167108173185459, 0.873469527292126, 0.7427870435422383, 0.8957478330105034, 0.7389794325577587, 0.8256180464220193, 0.8530154640829493, 0.7381053026629727, 0.7385044933471953, 0.8376634803568233, 0.7098349213297506, 0.7196236916474695, 0.8930084632166637, 0.8408360761807794, 0.794810489424422, 0.7850733444684238]","[-0.3632907773732908, 0.3216266114873517, -0.4828695520467436, 0.11303019795433461, 0.4285966579485503, 0.23539279726421466, -0.31245286913885695, -0.17230641374664724, -0.19281338823462452, 0.39198945570271976, 0.00737079957880179, 0.9534583320945006, -0.2333720298733534, -0.39164432691489987, -0.043612382331031735, 0.45371759269604145]",81,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7167108173185459, 0.873469527292126, 0.7427870435422383, 0.8957478330105034, 0.7389794325577587, 0.8256180464220193, 0.8530154640829493, 0.7381053026629727, 0.7385044933471953, 0.8376634803568233, 0.7098349213297506, 0.7196236916474695, 0.8930084632166637, 0.8408360761807794, 0.794810489424422, 0.7850733444684238]","[-0.36935065603740824, 0.33073072840359513, -0.4965221771559806, 0.1806298505184903, 0.328426581571433, 0.22044091204115235, -0.39743140625341805, -0.41843397597495174, -0.29450935290737595, 0.26617344074060956, 0.22512036354770995, 0.9302276650973528, -0.19184480670124318, 0.16668019730764122, -0.025469165354429477, 0.5494987855440269]",81,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7167108173185459, 0.873469527292126, 0.7427870435422383, 0.8957478330105034, 0.7389794325577587, 0.8256180464220193, 0.8530154640829493, 0.7381053026629727, 0.7385044933471953, 0.8376634803568233, 0.7098349213297506, 0.7196236916474695, 0.8930084632166637, 0.8408360761807794, 0.794810489424422, 0.7850733444684238]","[-0.22419754691733365, 0.4292714293045092, -0.4996560357842348, 0.09810438779446162, 0.47357341143450027, 0.21282086986200288, -0.10988362692717282, -0.2895406268551208, -0.33283896584728173, 0.25272295014635027, 0.038136556463366694, 0.9597679588589672, -0.2129209680811017, 0.21846439691471345, 0.10680935944471878, 0.4457803579559072]",81,0.2,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7167108173185459, 0.873469527292126, 0.7427870435422383, 0.8957478330105034, 0.7389794325577587, 0.8256180464220193, 0.8530154640829493, 0.7381053026629727, 0.7385044933471953, 0.8376634803568233, 0.7098349213297506, 0.7196236916474695, 0.8930084632166637, 0.8408360761807794, 0.794810489424422, 0.7850733444684238]","[-0.3843049793392597, -0.5360420248107236, -0.11651650067149638, 0.07227036217872299, 0.45529438995433813, 0.4860531322832664, -0.373793322716363, -0.27197222900868007, 0.11917731406833101, 0.6399554799183237, -0.01814262336904008, 0.9416854327580259, -0.30980014593173477, -0.4613049110300147, -0.006903658715108731, 0.3822753682239116]",155,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7167108173185459, 0.873469527292126, 0.7427870435422383, 0.8957478330105034, 0.7389794325577587, 0.8256180464220193, 0.8530154640829493, 0.7381053026629727, 0.7385044933471953, 0.8376634803568233, 0.7098349213297506, 0.7196236916474695, 0.8930084632166637, 0.8408360761807794, 0.794810489424422, 0.7850733444684238]","[-0.06058816264326813, -0.4384543988341122, 0.07798356194194644, 0.08336050721505384, 0.368084041691772, -0.14732252733736986, -0.3483448502326935, 0.24272392209578608, -0.14273519166088658, 0.6265551503120428, 0.0828394734750518, 0.9230569245027488, 0.03732425500298149, -0.5337696206634348, 0.10904727669693932, 0.4709642421328647]",155,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7167108173185459, 0.873469527292126, 0.7427870435422383, 0.8957478330105034, 0.7389794325577587, 0.8256180464220193, 0.8530154640829493, 0.7381053026629727, 0.7385044933471953, 0.8376634803568233, 0.7098349213297506, 0.7196236916474695, 0.8930084632166637, 0.8408360761807794, 0.794810489424422, 0.7850733444684238]","[0.291072219013646, -0.3630029427888098, -0.33553891455847, 0.07953433192316432, 0.16369237912338647, 0.12746931779184242, -0.07020007933090207, 0.4849560516562779, -0.052953958514368495, 0.09415682564921721, -0.0015891991085296808, 0.9431224992471124, -0.3293012985873029, -0.43714353518729737, 0.1593043215493804, 0.3492757725896555]",155,0.7,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.022216186839453898, 0.0845291891927626, 0.2685771198073971]","[0.11131272129218203, 0.08961992471224538, 0.20561860681855443]",189,0.1,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.022216186839453898, 0.0845291891927626, 0.2685771198073971]","[0.18162988577180822, 0.14620109895732164, 0.459623092970349]",189,0.49999999999999994,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.022216186839453898, 0.0845291891927626, 0.2685771198073971]","[-0.25033300792992713, 0.21999999657098915, 0.5045716276165864]",79,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.022216186839453898, 0.0845291891927626, 0.2685771198073971]","[0.32644711340980187, 0.06954044559286902, 0.32535546250072916]",79,0.20000000000000007,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.022216186839453898, 0.0845291891927626, 0.2685771198073971]","[-0.26470572681527077, -0.24626497868765196, 0.28217534552229834]",79,0.4,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7905617704449729, 0.8804803436391152, 0.8468426088429581]","[0.7096878662456492, 0.9975184260077059, 0.7821880325291877]",75,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.7905617704449729, 0.8804803436391152, 0.8468426088429581]","[0.8559531836467013, 0.9285418372357269, 0.8532120543757629]",75,0.2,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7905617704449729, 0.8804803436391152, 0.8468426088429581]","[0.6995092206173725, 0.8157700659898984, 0.7688691018491544]",112,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.7905617704449729, 0.8804803436391152, 0.8468426088429581]","[0.8301017667795831, 0.9275734068304583, 0.6507685785354195]",112,0.30000000000000004,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.11708536028654015, 0.1884033464312545, 0.17191049446556783, 0.11335003737031131, 0.0912226096900594]","[0.24601248445405735, 0.4458977139440298, -0.3645782961739924, -0.3909047240146646, 0.26863156348770206]",49,0.1,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.11708536028654015, 0.1884033464312545, 0.17191049446556783, 0.11335003737031131, 0.0912226096900594]","[-0.3934366694885169, 0.25957803273997265, -0.13249181503854496, -0.029156525953128395, 0.3617012175012239]",49,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.11708536028654015, 0.1884033464312545, 0.17191049446556783, 0.11335003737031131, 0.0912226096900594]","[-0.1048769794352429, 0.3658873768757091, 0.1676099634201028, -0.07823329831997189, 0.40098167866886875]",240,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.11708536028654015, 0.1884033464312545, 0.17191049446556783, 0.11335003737031131, 0.0912226096900594]","[0.0912887151592246, 0.16652984847696117, 0.2212730267894987, 0.2234835306378026, -0.11108070278440536]",240,0.09999999999999998,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.11708536028654015, 0.1884033464312545, 0.17191049446556783, 0.11335003737031131, 0.0912226096900594]","[0.11829045866935553, -0.1638262996847819, -0.1475334077921338, -0.005373336018404386, 0.08756043218817923]",240,0.30000000000000004,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7138042308919754, 0.841318511057843, 0.8543398658369489, 0.8715015116120771, 0.7499094474937529]","[0.04917618680707177, -0.009093721880384301, 0.3701501442532643, -0.2164129011444469, 0.9761658442813919]",49,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.7138042308919754, 0.841318511057843, 0.8543398658369489, 0.8715015116120771, 0.7499094474937529]","[-0.18761977744954794, 0.338311383528531, 0.1735071531220884, 0.14319219597954713, 0.761860645541463]",49,0.2,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7138042308919754, 0.841318511057843, 0.8543398658369489, 0.8715015116120771, 0.7499094474937529]","[-0.3700649899070452, 0.4413678121393618, 0.5508197016120363, 0.3108317186115349, 0.9998752735176698]",135,0.0,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7138042308919754, 0.841318511057843, 0.8543398658369489, 0.8715015116120771, 0.7499094474937529]","[0.3008980275332944, 0.3843382384424383, 0.3272604164390517, 0.0924539207966174, 0.839062733717422]",135,0.09999999999999998,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.7138042308919754, 0.841318511057843, 0.8543398658369489, 0.8715015116120771, 0.7499094474937529]","[0.24218489782013178, 0.15738989553942664, 0.5973851510680431, 0.33556052003642567, 0.999876849032488]",135,0.20000000000000007,high,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.01927268579797333, 0.13356898399253944, 0.06918442845453865, 0.15863205056610155, 0.015159149460852882, 0.05186703618655788]","[0.10397911809890913, 0.14199682089599502, -0.08365229185490164, -0.3627069214918638, 0.35827586858999183, 0.4216328319546654]",103,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.01927268579797333, 0.13356898399253944, 0.06918442845453865, 0.15863205056610155, 0.015159149460852882, 0.05186703618655788]","[-0.1641112283137063, 0.11686605646844972, -0.09869324322875643, 0.2898496128125306, -0.04338467860270196, 0.4313028934261976]",103,0.2,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.01927268579797333, 0.13356898399253944, 0.06918442845453865, 0.15863205056610155, 0.015159149460852882, 0.05186703618655788]","[-0.1225625372515381, -0.47104588168809075, 0.50332746800845, 0.8617432178590803, 0.4200734255563378, -0.36503432087706456]",52,0.0,low,GeneticSchemeTypesEnum.steady_state,MutationAgentTypeEnum.default
